MAG	Depth	Bacteria	Phylum	Class	Order	Family	Genus	Species
SubAcS12-65	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__Methyloceanibacter	s__
SubAcS12-66	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__	s__
SubAcS12-67	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Nanopelagicales	f__FW305	g__	s__
SubAcS12-68	Subsurface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__AG2	s__
SubAcS12-69	Subsurface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__	s__
SubAcS12-7	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
SubAcS12-70	Subsurface	d__Bacteria	p__Actinobacteriota	c__UBA4738	o__UBA4738	f__HRBIN12	g__	s__
SubAcS12-71	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Bog-1198	s__
SubAcS12-72	Subsurface	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
SubAcS12-73	Subsurface	d__Bacteria	p__Chloroflexota	c__Ellin6529	o__P2-11E	f__P2-11E	g__CF-39	s__
SubAcS12-74	Subsurface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Ga0077529	g__	s__
SubAcS12-75	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Sulfotelmatobacter	s__
SubAcS12-76	Subsurface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__UBA10452	s__
SubAcS12-77	Subsurface	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__	g__	s__
SubAcS12-78	Subsurface	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__SZUA-252	f__SZUA-252	g__WS-9	s__
SubAcS12-79	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Palsa-1005	g__VBCG01	s__
SubAcS12-8	Subsurface	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
SubAcS12-80	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__VBDM01	s__
SubAcS12-81	Subsurface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__	s__
SubAcS12-82	Subsurface	d__Bacteria	p__Chloroflexota	c__Ellin6529	o__QHBO01	f__QHBO01	g__CF-167	s__
SubAcS12-83	Subsurface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__	s__
SubAcS12-87	Subsurface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__	s__
SubAcS12-88	Subsurface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__UBA10452	s__
SubAcS12-89	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__VAYN01	s__
SubAcS12-9	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__	s__
SubAcS12-91	Subsurface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__UBA10511	g__	s__
SubAcS12-92	Subsurface	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__SZUA-252	f__SZUA-252	g__WS-9	s__
SubAcS13-1	Subsurface	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__40CM-4-65-16	s__
SubAcS13-10	Subsurface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__	g__	s__
SubAcS13-11	Subsurface	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__	g__	s__
SubAcS13-12	Subsurface	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__UBA5704	s__
SubAcS13-13	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
SubAcS13-14	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__UBA6038	s__
SubAcS13-15	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__GAS188	s__
SubAcS13-16	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-744	s__
SubAcS13-17	Subsurface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__PALSA-1355	g__	s__
SubAcS13-18	Subsurface	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__Palsa-870	s__
SubAcS13-19	Subsurface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__Palsa-688	g__PALSA-693	s__
SubAcS13-2	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
SubAcS13-20	Subsurface	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
SubAcS13-21	Subsurface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__Bog-473	s__
SubAcS13-22	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-506	s__
SubAcS13-23	Subsurface	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__GWA2-73-35	g__AR37	s__
SubAcS13-24	Subsurface	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__	s__
SubAcS13-25	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__UBA9676	s__
SubAcS13-26	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__GAS188	s__GAS188 sp900104855
SubAcS13-27	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__
SubAcS13-28	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Vitreoscilla_A	s__
SubAcS13-29	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
SubAcS13-3	Subsurface	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__CF-113	s__
SubAcS13-30	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__BOG-931	s__
SubAcS13-31	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Caballeronia	s__
SubAcS13-32	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__AP-15	s__
SubAcS13-33	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
SubAcS13-34	Subsurface	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__UBP12	f__UBA5184	g__Palsa-1483	s__
SubAcS13-35	Subsurface	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__	s__
SubAcS13-36	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-744	s__
SubAcS13-37	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-295	s__
SubAcS13-38	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__MA-N2	s__
SubAcS13-39	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-744	s__
SubAcS13-4	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__Palsa-739	s__
SubAcS13-40	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__
SubAcS13-41	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__
SubAcS13-42	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Palsa-89	s__
SubAcS13-43	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__UBA7541	s__
SubAcS13-44	Subsurface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Palsa-1248	s__
SubAcS13-45	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
SubAcS13-46	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__UBA7541	s__
SubAcS13-47	Subsurface	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__Palsa-870	s__
SubAcS13-48	Subsurface	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__UBP12	f__UBA5184	g__PALSA-1529	s__
SubAcS13-49	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-295	s__
SubAcS13-5	Subsurface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__PALSA-1355	g__	s__
SubAcS13-50	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__	s__
SubAcS13-51	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__AP-15	s__
SubAcS13-52	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__
SubAcS13-53	Subsurface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
SubAcS13-54	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
SubAcS13-55	Subsurface	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__UBP12	f__UBA5184	g__	s__
SubAcS13-56	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Palsa-1005	g__PALSA-1003	s__
SubAcS13-57	Subsurface	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__	s__
SubAcS13-58	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__	s__
SubAcS13-59	Subsurface	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__40CM-4-65-16	s__
SubAcS13-6	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
SubAcS13-60	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Nevskia	s__
SubAcS13-61	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__GCA-003244245	s__
SubAcS13-62	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__VAZQ01	s__
SubAcS13-63	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-506	s__
SubAcS13-64	Subsurface	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__	s__
SubAcS13-65	Subsurface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
SubAcS13-66	Subsurface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__UBA10452	s__
SubAcS13-67	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylocella	s__Methylocella sp002890675
SubAcS13-68	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Edaphobacter	s__
SubAcS13-69	Subsurface	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__	g__	s__
SubAcS13-7	Subsurface	d__Bacteria	p__FCPU426	c__	o__	f__	g__	s__
SubAcS13-70	Subsurface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__	s__
SubAcS13-71	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-504	s__
SubAcS13-72	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
SubAcS13-73	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__	s__
SubAcS13-74	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Bog-1198	s__
SubAcS13-75	Subsurface	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Eremiobacterales	f__Eremiobacteraceae	g__	s__
SubAcS13-76	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__	s__
SubAcS13-77	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Catenulisporaceae	g__Catenulispora	s__
SubAcS13-78	Subsurface	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__UBA10449	s__
SubAcS13-79	Subsurface	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__CF-113	s__
SubAcS13-8	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__
SubAcS13-80	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__	s__
SubAcS13-81	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Palsa-1005	g__VBCG01	s__
SubAcS13-82	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__	s__
SubAcS13-83	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__URHD0088	s__
SubAcS13-84	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	s__
SubAcS13-9	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-295	s__
SubAcS14-1	Subsurface	d__Bacteria	p__Chloroflexota	c__Ellin6529	o__CSP1-4	f__CSP1-4	g__CSP1-4	s__
SubAcS14-10	Subsurface	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Binatales	f__Binataceae	g__Binatus	s__
SubAcS14-11	Subsurface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__PALSA-555	g__	s__
SubAcS14-12	Subsurface	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__WS-11	s__
SubAcS14-13	Subsurface	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__HRBIN30	f__	g__	s__
SubAcS14-14	Subsurface	d__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__0-14-0-80-60-11	g__	s__
SubAcS14-15	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Palsa-1005	g__PALSA-1003	s__
SubAcS14-16	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__	f__	g__	s__
SubAcS14-17	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JOSHI-001	s__
SubAcS14-18	Subsurface	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__	f__	g__	s__
SubAcS14-19	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhizobacter	s__
SubAcS14-2	Subsurface	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__SZUA-252	f__SZUA-252	g__WS-7	s__
SubAcS14-20	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA11136	f__UBA11136	g__	s__
SubAcS14-21	Subsurface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__Palsa-459	s__
SubAcS14-22	Subsurface	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__	s__
SubAcS14-23	Subsurface	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Gp7-AA8	f__Gp7-AA8	g__	s__
SubAcS14-24	Subsurface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__	s__
SubAcS14-25	Subsurface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Palsa-1439	f__Palsa-1439	g__	s__
SubAcS14-26	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__
SubAcS14-27	Subsurface	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__	s__
SubAcS14-28	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__RBG-16-66-20	s__
SubAcS14-29	Subsurface	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__UBA5704	s__
SubAcS14-3	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Gp1-AA117	g__Gp1-AA17	s__
SubAcS14-30	Subsurface	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
SubAcS14-31	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__QIAW01	g__	s__
SubAcS14-32	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Goodfellowiella	s__
SubAcS14-33	Subsurface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosotalea	s__
SubAcS14-34	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__	s__
SubAcS14-35	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__	s__
SubAcS14-36	Subsurface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__	g__	s__
SubAcS14-37	Subsurface	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__Methylomirabilaceae	g__	s__
SubAcS14-38	Subsurface	d__Bacteria	p__Verrucomicrobiota_A	c__Chlamydiia	o__Parachlamydiales	f__SM23-39	g__O2-12-FULL-49-9	s__
SubAcS14-39	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA11136	f__UBA11136	g__	s__
SubAcS14-4	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Ga0077560	f__Ga0077560	g__Ga0077560	s__
SubAcS14-40	Subsurface	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5066	f__Gp7-AA6	g__Gp7-AA6	s__
SubAcS14-41	Subsurface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__TA-20	s__
SubAcS14-42	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__	f__	g__	s__
SubAcS14-43	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__	s__
SubAcS14-44	Subsurface	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
SubAcS14-45	Subsurface	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
SubAcS14-46	Subsurface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__	s__
SubAcS14-47	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-360	s__
SubAcS14-48	Subsurface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__PALSA-555	g__	s__
SubAcS14-49	Subsurface	d__Bacteria	p__Nitrospirota	c__UBA9217	o__UBA9217	f__UBA9217	g__	s__
SubAcS14-5	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__	s__
SubAcS14-50	Subsurface	d__Bacteria	p__Chloroflexota	c__Ellin6529	o__CSP1-4	f__CSP1-4	g__CSP1-4	s__
SubAcS14-51	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Gp1-AA117	g__Gp1-AA17	s__
SubAcS14-52	Subsurface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
SubAcS14-53	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Ga0077523	g__	s__
SubAcS14-54	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Palsa-1005	g__PALSA-1003	s__
SubAcS14-55	Subsurface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__	s__
SubAcS14-56	Subsurface	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__2-02-FULL-66-22	g__2-02-FULL-66-22	s__
SubAcS14-57	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__	s__
SubAcS14-58	Subsurface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__Fen-1245	s__
SubAcS14-59	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__VAZQ01	s__
SubAcS14-6	Subsurface	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	o__UBA2774	f__UBA2774	g__2-12-FULL-53-21	s__
SubAcS14-60	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
SubAcS14-61	Subsurface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
SubAcS14-62	Subsurface	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__CF-113	s__
SubAcS14-63	Subsurface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__
SubAcS14-64	Subsurface	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__RVW-14	g__	s__
SubAcS14-65	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylocella	s__Methylocella sp003162995
SubAcS14-66	Subsurface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__FEN-335	s__
SubAcS14-67	Subsurface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__PALSA-1355	g__	s__
SubAcS14-68	Subsurface	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__	s__
SubAcS14-69	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__
SubAcS14-7	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
SubAcS14-71	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__	s__
SubAcS14-72	Subsurface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__UBA10511	g__	s__
SubAcS14-74	Subsurface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__
SubAcS14-75	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__	s__
SubAcS14-76	Subsurface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__	s__
SubAcS14-8	Subsurface	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__SCN-69-37	g__	s__
SubAcS14-9	Subsurface	d__Bacteria	p__Acidobacteriota	c__Mor1	o__Mor1	f__	g__	s__
SubAcS15-1	Subsurface	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA6663	g__	s__
